SMILES,N2
CC1=C(C)C(N2C(=O)C3=C(C=C(OC4=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C=CC(=C4)C(C)(C)C)C=C3)C2=O)=C(C)C(C)=C1*,2.55
CC1=C(C)C(N2C(=O)C3=C(C=C(OC4=CC(C)=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C(C)=C4C)C=C3)C2=O)=C(C)C(*)=C1,3.8
CC1=C(C)C(N2C(=O)C3=CC4=C(C=C3C2=O)C2(CC(C)(C)C3=CC5=C(C=C23)C(=O)N(*)C5=O)CC4(C)C)=C(C)C(C)=C1*,257.0
CC1=C(C)C(N2C(=O)C3=CC4=C(OC5=CC6=C(C=C5O4)C(C)(C)CC64CC(C)(C)C5=CC6=C(OC7=CC8=C(C=C7O6)C(=O)N(*)C8=O)C=C45)C=C3C2=O)=C(C)C(C)=C1*,47.0
CC1=C(C)C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=C(C)C(C)=C1*,55.5
CC1=C(C)C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=C(C)C(C)=C1*,34.55
CC1=C(C=C(*)C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,1.31
CC1=C(C=CC=C1*)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,1.8900000000000001
CC1=C(C=CC=C1*)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,2.24
CC1=C(O*)C(Br)=CC(=C1)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C(Br)=C1,1.06
CC1=C(O*)C(Br)=CC(=C1)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(C)=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C(Br)=C1,2.78
CC1=C(O*)C(C)=C(C(*)=C1)[N+]([O-])=O,2.4
CC1=C(O*)C=CC(=C1)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.091
CC1=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C(C)=C(C)C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(C)=C(*)C(C)=C2C)=C1,8.1
CC1=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C(C)=C(C)C(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=CC=C(C=C2)C(C2=CC=C(*)C=C2)(C(F)(F)F)C(F)(F)F)=C1,1.9
CC1=C2C(=CC(*)=C1)S(=O)(=O)C1=CC(=CC(C)=C21)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC=C2C(=O)N(*)C(=O)C2=C1,0.499
CC1=CC(*)=C(C(=O)C2=CC=C(Br)C=C2)C(C)=C1O*,2.13
CC1=CC(*)=C(C(=O)C2=CC=C(C=C2)[N+]([O-])=O)C(C)=C1O*,1.27
CC1=CC(*)=C(C(=O)C2=CC=C(Cl)C=C2)C(C)=C1O*,1.8
CC1=CC(*)=C(C(=O)C2=CC=CC=C2)C(C)=C1O*,1.59
CC1=CC(*)=C(C)C=C1N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,2.67
CC1=CC(*)=CC(C)=C1N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,0.499
CC1=CC(*)=CC(C)=C1O*,3.5
CC1=CC(*)=CC=C1OC1=C(C2=C(C=CC=C2)C=C1)C1=C(OC2=C(C)C=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)C=CC2=C1C=CC=C2,0.53
CC1=CC(=C(C)C(C)=C1*)C1=C(C)C(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C(C)=C1,1.2
CC1=CC(=C(C)C(C)=C1OC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(*)C=C1)C1=CC(C)=C(O*)C(C)=C1C,1.2
CC1=CC(=C(C)C=C1C1=C(C)C(*)=CC=C1)C1=C(C)C(*)=CC=C1,7.3
CC1=CC(=C(C)C=C1C1=C(C)C=C(*)C=C1)C1=C(C)C=C(*)C=C1,1.4
CC1=CC(=C(C)C=C1C1=C(C)C=CC(*)=C1)C1=C(C)C=CC(*)=C1,2.4
CC1=CC(=C(C)C=C1C1=CC(C)=C(*)C=C1)C1=CC(C)=C(*)C=C1,1.6
CC1=CC(=C(C)C=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1C,0.21
CC1=CC(=C(C)C=C1O*)C1(OC(=O)C2C=CC=CC12)C1=C(C)C=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(C)=C1,0.19
CC1=CC(=C2C=CC=CC2=C1*)C1=C2C=CC=CC2=C(N2C(=O)C3=C(C=C4C(=C3)C3(C)CCC4(C)C4=C3C=C3C(=O)N(*)C(=O)C3=C4)C2=O)C(C)=C1,165.0
CC1=CC(=C2C=CC=CC2=C1*)C1=C2C=CC=CC2=C(N2C(=O)C3=CC4=C(OC5=C(O4)C=C4C(=C5)C5(C)CCC4(C)C4=C5C=C5OC6=C(OC5=C4)C=C4C(=O)N(*)C(=O)C4=C6)C=C3C2=O)C(C)=C1,141.0
CC1=CC(=CC(C)=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,0.053
CC1=CC(=CC(C)=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N,0.17
CC1=CC(=CC(C)=C1*)C(C)(C)C1=CC(C)=C(OC(=O)O*)C(C)=C1,1.07
CC1=CC(=CC(C)=C1*)C(C)(C)C1=CC(C)=C(OC2=CC(=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2C(O)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(C)=C1,1.5
CC1=CC(=CC(C)=C1*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C(C)=C1,1.057
CC1=CC(=CC(C)=C1*)C(C1=CC(C)=C(OC2=CC(=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2C(O)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(C)=C1)(C(F)(F)F)C(F)(F)F,5.92
CC1=CC(=CC(C)=C1*)C(C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C(C)=C1)(C(F)(F)F)C(F)(F)F,4.0
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(C=C1C)C1=CC(C)=C(*)C(C)=C1,16.5
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(C=C1C)C1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)C(C)(C)C3=CC4C(C=C3)C(=O)N(*)C4=O)C2=O)C(C)=C1,13.4
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(N2C(=O)C3=C(C=C(OC4=CC(=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C=C4C(C)(C)C)C(C)(C)C)C=C3)C2=O)C(C)=C1,4.9
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(N2C(=O)C3=C(C=C(OC4=CC(C)=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C(C)=C4C)C=C3)C2=O)C(C)=C1,1.2
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(N2C(=O)C3=CC4=C(C=C3C2=O)S(=O)(=O)C2=CC3=C(C=C2S4(=O)=O)C(=O)N(*)C3=O)C(C)=C1,1.33
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(=O)OC2=CC=C(C=C2)C(C2=CC=C(OC(=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)(C(F)(F)F)C(F)(F)F)C(C)=C1,0.549
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(O*)C=C2)C(C)=C1,0.971
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(OC2=CC=C(C=C2)C(=O)C2=CC=CC=C2C2=C(C=CC=C2)C(=O)C2=CC=C(O*)C=C2)C(C)=C1,0.291
CC1=CC(=CC(C)=C1*)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C(C)=C1,1.208
CC1=CC(=CC(C)=C1N*)C(C)(C)C1=CC(C)=C(NC(=O)C2=CC=C(OC3=C(C=C(OC4=CC=C(C=C4)C(*)=O)C(=C3)C(C)(C)C)C(C)(C)C)C=C2)C(C)=C1,1.73
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(=CC=C1)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.2805
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(*)=O)C(C)=C1,1.1
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C(C)=C1,2.6
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC=C2)C(=O)O*)C(C)=C1,0.68
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC=C(C=C2)C(=O)O*)C(C)=C1,1.43
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(C)=C1,1.1
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,1.06
CC1=CC(=CC(C)=C1O*)C(C)(C)C1=CC=C(C=C1)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.5705
CC1=CC(=CC(C)=C1O*)C(C1=CC(C)=C(OC(*)=O)C(C)=C1)(C(F)(F)F)C(F)(F)F,4.75
CC1=CC(=CC(C)=C1O*)C(C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1)(C(F)(F)F)C(F)(F)F,4.0
CC1=CC(=CC(C)=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(C)=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C(C)=C1,6.0
CC1=CC(=CC(C)=C1O*)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C(C)=C1,0.9099999999999999
CC1=CC(=CC(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(C)=C(*)C(C)=C2C)=C1OC1=CC=C2C(=O)N(*)C(=O)C2=C1)C(C)(C)C,2.5
CC1=CC(=CC=C1)C(=O)OC(*)C*,0.0875
CC1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,0.029
CC1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N,0.07
CC1=CC(=CC=C1*)C(C)(C)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.0914
CC1=CC(=CC=C1*)C1(CCCCC1)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,0.0569
CC1=CC(=CC=C1*)C1=CC=C(N2C(=O)C3=CC=C(C=C3C2=O)[Si](C)(C)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C(C)=C1,0.094
CC1=CC(=CC=C1NC(=O)C1=CC=C(OC2=C(C=C(OC3=CC=C(C=C3)C(*)=O)C(=C2)C(C)(C)C)C(C)(C)C)C=C1)C(C)(C)C1=CC(C)=C(N*)C=C1,0.81
CC1=CC(=CC=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C)=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,0.11
CC1=CC(=CC=C1O*)C1(OC(=O)C2C=CC=CC12)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C(C)=C1,0.0978
CC1=CC(=CC=C1OC(=O)C1=CC=C(C=C1)C(=O)O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC(C)=C(O*)C=C1,0.15
CC1=CC(C)=C(*)C(C)=C1N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,29.9
CC1=CC(C)=C(*)C(C)=C1N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,7.5
CC1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)C(=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C2=O)C(C)=C1*,1.0
CC1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)C(C)=C1*,28.450000000000003
CC1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C2=O)C(C)=C1*,21.75
CC1=CC(C)=C(N2C(=O)C3=C(C=C(C=C3)S(=O)(=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C2=O)C(C)=C1*,1.02
CC1=CC(C)=C(N2C(=O)C3=C(C=C(OC4=CC=C(OC5=CC=C6C(=O)N(*)C(=O)C6=C5)C=C4)C=C3)C2=O)C(C)=C1*,0.732
CC1=CC(C)=C(N2C(=O)C3=C(C=C(SC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=C3)C2=O)C(C)=C1*,1.62
CC1=CC(C)=C(N2C(=O)C3=C(C=C4C(=O)N(*)C(=O)C4=C3)C2=O)C(C)=C1*,8.44
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC3C(C=C2)C(=O)N(*)C3=O)C(C)=C1*,1.55
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C(C)=C1*,30.1
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C(C)=C1*,17.0
CC1=CC(C)=C(N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3C(C=C2)C(=O)N(*)C3=O)C(C)=C1*,8.42
CC1=CC(C*)=CC=C1C*,0.0157
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=C(C=C(C=C2)C(C)(C)C2=CC3C(C=C2)C(=O)N(*)C3=O)C1=O,37.1
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(C=C2C1=O)C1(C)C2=CC4=C(C=C2C3(C)C2=C1C=CC=C2)C(=O)N(*)C4=O,158.0
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(C=C2C1=O)C1(CC(C)(C)C2=CC4=C(C=C12)C(=O)N(*)C4=O)CC3(C)C,212.0
CC1=CC(C2=CC(C)=C(*)C3=C2C=CC=C3)=C2C=CC=CC2=C1N1C(=O)C2=CC3=C(OC4=CC5=C(C=C4O3)C(C)(C)CC53CC(C)(C)C4=CC5=C(OC6=CC7=C(C=C6O5)C(=O)N(*)C7=O)C=C34)C=C2C1=O,130.0
CC1=CC(C2=CC(C)=C(N3C(=O)C4=CC5=C(C=C4C3=O)C3(C)CCC5(C)C4=CC5=C(C=C34)C(=O)N(*)C5=O)C3=C2C=CC=C3)=C2C=CC=CC2=C1*,250.0
CC1=CC(CC2=CC(C)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=CC=C1*,0.406
CC1=CC(CC2=CC(C)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)=CC=C1*,0.0483
CC1=CC(CC2=CC(C)=C(N3C(=O)C4=CC5=C(C=C4C3=O)C(=O)N(*)C5=O)C(C)=C2)=CC(C)=C1*,7.08
CC1=CC(CC2=CC(C)=C(N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C(C)=C2)=CC(C)=C1*,2.13
CC1=CC(CC2=CC(C)=C(N3C(=O)C4=CC=C(C=C4C3=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)C(C)=C2)=CC(C)=C1*,0.913
CC1=CC(CC2=CC(C)=C(OC3=CC=C(C=C3)S(=O)(=O)C3=CC=C(O*)C=C3)C(C)=C2)=CC(C)=C1*,0.611
CC1=CC(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(*)=CC(C)=C2C)=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,0.65
CC1=CC(OC2=CC3=C(C=C2)C(=O)N(C3=O)C2=C(C)C(C)=C(*)C(C)=C2C)=C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1,0.59
CC1=CC(OC2=CC=C(C=C2)C2(C3=C(C=CC=C3)C3=C2C=CC=C3)C2=CC=C(OC3=CC=C(N4C(=O)C5=C(C=C(C=C5)C(C5=CC=C6C(=O)N(*)C(=O)C6=C5)(C(F)(F)F)C(F)(F)F)C4=O)C(C)=C3)C=C2)=CC=C1*,0.73
CC1=CC(OC2=CC=C(C=C2)C2(OC(=O)C3=CC=CC=C23)C2=CC=C(OC3=CC=C(N4C(=O)C5=C(C=C(C=C5)C(C5=CC6=C(C=C5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)C4=O)C(C)=C3)C=C2)=CC=C1*,1.1
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4=C(C=C(C=C4)C(C4=CC=C5C(=O)N(*)C(=O)C5=C4)(C(F)(F)F)C(F)(F)F)C3=O)C(C)=C2)C(C)=C1*,113.0
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4=C(C=C5C(=O)N(*)C(=O)C5=C4)C3=O)C(C)=C2)C(C)=C1*,180.0
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4=CC=C5C(=O)N(*)C(=O)C6=C5C4=C(C=C6)C3=O)C(C)=C2)C(C)=C1*,97.0
CC1=CC2=C(C3C4=C(C=CC=C4)C2C2=C3C(C)=C(N3C(=O)C4C(C5C=CC4C4C5C(=O)N(*)C4=O)C3=O)C(C)=C2)C(C)=C1*,71.0
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC5=C(C=C4C3=O)S(=O)(=O)C3=CC4=C(C=C3S5(=O)=O)C(=O)N(*)C4=O)=C(C)C=C21,0.7
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)=C(C)C=C21,3.2649999999999997
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(C=C4C3=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)=C(C)C=C21,0.0763
CC1=CC2=C(C=C1*)S(=O)(=O)C1=CC(N3C(=O)C4=CC=C(C=C4C3=O)S(=O)(=O)C3=CC4=C(C=C3)C(=O)N(*)C4=O)=C(C)C=C21,0.37
CC1=CC2=C(C=C1C)C1(C3=C(C=C(C)C(C)=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,658.0
CC1=CC2=C(C=C1OC1=CC=C(*)C=C1)C(C)(C)CC1(CC(C)(C)C3=CC(OC4=CC=C(*)C=C4)=C(C)C=C3O1)O2,1.33
CC1=CC2C(C=C1*)S(=O)(=O)C1=C2C=C(C)C(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,5.14
CC1=CC=C(C)C(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)=C1OC1=CC2=C(C=C1)C(=O)N(C2=O)C1=C(C)C(C)=C(*)C(C)=C1C,2.05
CC1=CC=C(C=C1)C(*)=C(*)C1=CC=C2C(=C1)C(C)(C)CC2(C)C,4100.0
CC1=CC=C(C=C1)C(*)C*,1.5
CC1=CC=C(C=C1)C(=O)C1=C(*)C=C(C)C(O*)=C1C,2.42
CC1=CC=C(C=C1)C(=O)OC(*)C*,0.339
CC1=CC=C(C=C1)C1=C(C2=CC=C(C)C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C(C)C=C2)C(C2=CC=C(C)C=C2)=C1C1=CC=C(O*)C(O*)=C1,60.0
CC1=CC=C(C=C1)S(=O)(=O)OCC1CC(CC1C=*)C=*,0.06
CC1=CC=C(OC2=CC3=C(C=C2C2=C(OC4=CC=C(C)C=C4)C=C4C(=O)N(C(=O)C4=C2)C2=CC=C(OC4=CC=C(*)C=C4)C=C2)C(=O)N(*)C3=O)C=C1,1.25
CC1=CC=CC(OC2=CC=C3C(=O)N(*)C(=O)C3=C2)=C1OC1=CC2=C(C=C1)C(=O)N(C2=O)C1=C(C)C(C)=C(*)C(C)=C1C,0.83
CC1=CC=CC=C1C(=O)OC(*)C*,0.0859
CC1CC(*)C(C(C)C1O*)S(O)(=O)=O,0.16
CC1CC(C)(C)CC(C1)(C1=CC2C(C=C1)C(=O)N(C2=O)C1=CC=C(O*)C=C1)C1=CC=C2C(=C)N(C(=C)C2=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C3C(=C2)C(C)(C)CC3(C)C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,0.64
CCC(C)OC(=O)C(*)C(*)C(=O)OC(C)(C)C,13.0
CCC(C)OC(=O)C(*)C(*)C(=O)OC(C)C,5.0
CCC(C)OP(*)(OC(C)CC)=N*,13.4
CCC1(C)CC2(C(C)C(C)(CC)C3=CC4=C(OC5=C(O4)C(C#N)=C(*)C(*)=C5C#N)C=C23)C2=CC(O*)=C(O*)C=C12,320.0
CCC1=CC(C*)=CC=C1C*,0.0904
CCC1=CC(CC)=C(N2COC3=C(C2)C=CC=C3)C(C)=C1N1COC2=C(C1)C=CC=C2,1.12
CCCC(*)=C(C)*,12.0
CCCCC1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,11.0
CCCCCC(*)=C(C)*,21.0
CCCCCCC(*)=C(C)*,23.0
CCCCCCCC(*)=C(C)*,29.0
CCCCCCCCCCCCC1=C(*)SC(*)=C1,9.4
CCCCCCCCCCCCCCCCCC[Si](C)(C)C1=CC(*)=CC=C1\C=C\*,4.5
CCCCCCCCCCCCCCOC(=O)C(*)C*,22.1
CCCCCCCCCCOC(=O)C(*)C*,19.0
CCCCCCCCCCSC#CC,16.0
CCCCCCCCSC#CC,19.0
CCCCCCCC[Si](C)(*)O*,88.3
CCCCCCCC[Si](C)(C)C(\*)=C(\C)*,19.0
CCCCCCCC[Si](C)(C)C1=CC(*)=CC=C1\C=C\*,3.9
CCCCCCCC[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)C(C)(C)C,7.5
CCCCCCCC[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)C(C)C,9.1
CCCCCCCC[Si](C)(C)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(CCCC)C=C1,7.9
CCCCCCSC#CC,14.0
CCCCCC[Si](C)(*)O*,103.0
CCCCOP(*)(OCCCC)=N*,55.9
CCCCSC#CC,18.0
CCCC[Si](C)(C)C(\*)=C(\C)*,8.0
CCCC[Si](C)(C)C1=CC(*)=CC=C1\C=C\*,1.1
CCC[Si](C)(*)O*,182.0
CCC[Si](C)(C)C(\*)=C(\C)*,21.0
CCN1C2C=CC(*)=CC2C2=C1C=CC(=C2)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,1.75
CCOC(=O)C(*)C*,6.46
CCOC(=O)C(C)(*)C*,0.276
CCOC1=C(N*)C=CC(*)=C1,0.107
CCOC1C(*)C(COC(=O)NC(C)(C)C)OC(O*)C1OCC,4.3
CCOCC1OC(CO*)C(OCC)C(OCC)C1*,3.18
CCOCC1OC(O*)C(OCC)C(OCC)C1*,4.3
CCOCCOC(=O)C(C)(*)C*,0.385
CCOCCOCCOC(=O)C(C)(*)C*,3.6
CCOCCOCCOCCOC(=O)C(C)(*)C*,2.0
CCSC#CC,9.0
CC[Si](C)(*)O*,160.0
CC[Si](C)(C)C(\*)=C(\C)*,490.0
CC[Si](CC)(CC)C1=CC(*)=CC=C1\C=C\*,1.8
CN1C(*)=CC=C1*,0.33
COC(=O)C(*)C*,0.2135
COC(=O)C(C)(*)C*,0.011349999999999999
COC(C1=CC(=CC=C1*)C(C)(C)C1=CC(=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C(OC)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,0.26
COC1=C(N*)C=CC(*)=C1,0.047
COC1=CC(=CC=C1*)C1=CC=C(N2C(=O)C3=CC=C(C=C3C2=O)[Si](C)(C)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C(OC)=C1,0.096
COC1=CC(=CC=C1N1C(=O)C2=C(C=C(OC3=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=CC(=C3)C(C)(C)C)C=C2)C1=O)C1=CC(OC)=C(*)C=C1,0.21
COC1=CC=C(C=C1)C(*)C*,0.61
COC1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,0.89
COC1=CC=C(C=C1)N(C1=CC=C(OC)C=C1)C1=CC=C(C=C1)N(C1=CC=C(*)C=C1)C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O,0.59
COCCOCCOP(*)(OCCOCCOC)=N*,4.0
CP(*)(=N*)C1=CC=CC=C1,0.6
